"lang"
{
"Language"	"danish"
"[english]TF_Parasite_Hat_Desc"	"This cute little guy was once the scourge of humanity in another time and place. Now he's content to ride on your head and keep the sun off."
"TF_TheAttendant"	"Attendant"	[$ENGLISH]
"[english]TF_TheAttendant"	"Attendant"
"TF_TheMilkman"	"Milkman"	[$ENGLISH]
"[english]TF_TheMilkman"	"Milkman"
"TF_TheFamiliarFez"	"Velkendt Fez"
"[english]TF_TheFamiliarFez"	"Familiar Fez"
"TF_TheGrenadiersSoftcap"	"Grenaderens bløde hat"
"[english]TF_TheGrenadiersSoftcap"	"Grenadier's Softcap"
"TF_Unique_Achievement_SoldierBuff_Desc"	"Har en offensiv udstråling buff, der får
holdmedlemmer til at levere mini-crits."
"[english]TF_Unique_Achievement_SoldierBuff_Desc"	"Provides an offensive buff that causes
nearby team members to do mini-crits."
"TF_TheBattalionsBackup_Desc"	"Har en defensiv udstrålling, der beskytter
holdmedlemmer mod crits
og blokerer 35% af indgående skade.
Rage stiger, når man tager skade."
"[english]TF_TheBattalionsBackup_Desc"	"Provides a defensive buff that protects
nearby team members from crits
and blocks 35% of incoming damage.
Rage increases through damage taken."
"TF_OlSnaggletooth"	"Gamle Hugtand"
"[english]TF_OlSnaggletooth"	"Ol' Snaggletooth"
"TF_TheShortstop_Desc"	"Mann Co.'s allernyeste inden for offensivt
personligt forsvar med attitude."
"[english]TF_TheShortstop_Desc"	"Mann Co.'s latest in high attitude
break-action personal defense."
"TF_TheHolyMackerel_Desc"	"Det må være ydmygende at blive slået med en fisk."
"[english]TF_TheHolyMackerel_Desc"	"Getting hit by a fish has got to be humiliating."
"TF_MadMilk_Desc"	"Spillere helbreder 75% af den forvoldte skade
på en fjende dækket af mælk."
"[english]TF_MadMilk_Desc"	"Players heal 75% of the damage done
to an enemy covered with milk."
"TF_Weapon_RocketLauncher_Jump_Desc"	"Raketkaster med blindmissiler
til øvning i raketkunster."
"[english]TF_Weapon_RocketLauncher_Jump_Desc"	"A special no-damage rocket launcher for learning
rocket jump tricks and patterns."
"TF_ScoutBombingRun"	"Bombeløb"
"[english]TF_ScoutBombingRun"	"Bombing Run"
"TF_ScoutBombingRun_Desc"	"Døden fra oven!"
"[english]TF_ScoutBombingRun_Desc"	"Death from above!"
"TF_SoldierShako"	"Charmerende chakot"
"[english]TF_SoldierShako"	"Stout Shako"
"TF_SoldierShako_Desc"	"Viktoriansk militærmodes
største bedrift."
"[english]TF_SoldierShako_Desc"	"The grand achievement of
Victorian military fashion."
"TF_SoldierRomanHelmet"	"Legionærens låg"
"[english]TF_SoldierRomanHelmet"	"Legionaire's Lid"
"TF_SoldierRomanHelmet_Desc"	"En antikvitet fra slutningen af
det galliske imperium."
"[english]TF_SoldierRomanHelmet_Desc"	"An antique from the late
Imperial Gallic period."
"TF_PyroFiestaSombrero"	"Gamle Guadalajara"
"[english]TF_PyroFiestaSombrero"	"Old Guadalajara"
"TF_PyroFiestaSombrero_Desc"	"Hatten, der gør alting hot."
"[english]TF_PyroFiestaSombrero_Desc"	"This hat adds spice to any occasion."
"TF_PyroPlunger"	"Handymandens håndtag"
"[english]TF_PyroPlunger"	"Handyman's Handle"
"TF_PyroPlunger_Desc"	"Rydder enhver blokade."
"[english]TF_PyroPlunger_Desc"	"Clears all sorts of blockage."
"TF_DemoInquisitor"	"Drankerens capotain"
"[english]TF_DemoInquisitor"	"Carouser's Capotain"
"TF_DemoInquisitor_Desc"	"Lad ikke en eneste skildvagt overleve."
"[english]TF_DemoInquisitor_Desc"	"Suffer not a sentry to live."
"TF_HeavyUmbrella"	"Hard Counter"
"[english]TF_HeavyUmbrella"	"Hard Counter"
"TF_HeavyUmbrella_Desc"	"Man kan aldrig være for forsigtig,
når der er Jarate i nærheden."
"[english]TF_HeavyUmbrella_Desc"	"You can never be too careful
with Jarate around."
"TF_DemoStuntHelmet"	"Stædig stuntman"
"[english]TF_DemoStuntHelmet"	"Sober Stuntman"
"TF_DemoStuntHelmet_Desc"	"En sticky-jumpers bedste ven."
"[english]TF_DemoStuntHelmet_Desc"	"A sticky-jumper's best friend."
"TF_Seuss"	"Dr's stiveste puds"
"[english]TF_Seuss"	"Dr's Dapper Topper"
"TF_Seuss_Desc"	""
"[english]TF_Seuss_Desc"	""
"TF_PyroBeanie"	"Soverens pusterum"
"[english]TF_PyroBeanie"	"Napper's Respite"
"TF_PyroBeanie_Desc"	"Efter en lang dags spejderafbrænding."
"[english]TF_PyroBeanie_Desc"	"After a long day of burning scouts."
"TF_HeavyPugilistProtector"	"Bokserens beskytter"
"[english]TF_HeavyPugilistProtector"	"Pugilist's Protector"
"TF_HeavyPugilistProtector_Desc"	""
"[english]TF_HeavyPugilistProtector_Desc"	""
"TF_SoldierChiefRocketeer"	"Høvdingens hovedpryd"
"[english]TF_SoldierChiefRocketeer"	"Chieftan's Challenge"
"TF_SoldierChiefRocketeer_Desc"	""
"[english]TF_SoldierChiefRocketeer_Desc"	""
"TF_WikiCap"	"Wiki-kasket"
"[english]TF_WikiCap"	"Wiki Cap"
"TF_WikiCap_Desc"	"Vindes af de få kyndige, der ved, hvordan man redigerer en webside."
"[english]TF_WikiCap_Desc"	"Earned by those knowledgeable few who know how to edit a web page."
"NewItemMethod_Dropped"	"Du Found:"
"[english]NewItemMethod_Dropped"	"You Found:"
"NewItemMethod_Crafted"	"Du Crafted:"
"[english]NewItemMethod_Crafted"	"You Crafted:"
"NewItemMethod_Traded"	"Du Traded:"
"[english]NewItemMethod_Traded"	"You Traded:"
"NewItemMethod_Purchased"	"Du Purchased:"
"[english]NewItemMethod_Purchased"	"You Purchased:"
"NewItemMethod_FoundInCrate"	"Du Unboxed:"
"[english]NewItemMethod_FoundInCrate"	"You Unboxed:"
"NewItemMethod_Gifted"	"Du Received a Gift:"
"[english]NewItemMethod_Gifted"	"You Received a Gift:"
"NewItemMethod_Promotion"	"Du Received a Store Promotion Item:"
"[english]NewItemMethod_Promotion"	"You Received a Store Promotion Item:"
"NewItemMethod_Earned"	"Du Earned:"
"[english]NewItemMethod_Earned"	"You Earned:"
"NewItemMethod_Support"	"Customer Support har givet dig:"
"[english]NewItemMethod_Support"	"Customer Support Granted You:"
"Armory"	"MANN CO.-KATALOG"
"[english]Armory"	"MANN CO. CATALOG"
"Loadout_OpenTrading"	"Åbn handelsskærmbilledet"
"[english]Loadout_OpenTrading"	"Open the Trading screen"
"Loadout_OpenTradingDesc"	"HANDL GENSTANDE I DIN RYGSÆK
MED ANDRE SPILLERE"
"[english]Loadout_OpenTradingDesc"	"TRADE ITEMS IN YOUR BACKPACK
WITH OTHER PLAYERS"
"Loadout_OpenArmory"	"Åbn Mann Co.-Kataloget"
"[english]Loadout_OpenArmory"	"Open the Mann Co. Catalog"
"Loadout_OpenArmoryDesc"	"GENNEMSE DE FUNDNE GENSTANDE
I TF2-UNIVERSET"
"[english]Loadout_OpenArmoryDesc"	"BROWSE THE ITEMS FOUND
IN THE TF2 UNIVERSE"
"ItemSel_ACTION"	"- HANDLING"
"[english]ItemSel_ACTION"	"- ACTION"
"BackpackApplyTool"	"Vælg genstanden, du vil anvende %s1 på:"
"[english]BackpackApplyTool"	"Select the item to apply the %s1 to:"
"ApplyOnItem"	"BRUG MED..."
"[english]ApplyOnItem"	"USE WITH..."
"CustomizeItem"	"BRUGERDEFINER"
"[english]CustomizeItem"	"CUSTOMIZE"
"ShowBaseItems"	"STANDARDGENSTANDE"
"[english]ShowBaseItems"	"STOCK ITEMS"
"ShowBackpackItems"	"SPECIELLE GENSTANDE"
"[english]ShowBackpackItems"	"SPECIAL ITEMS"
"ToolConfirmWarning"	"Husk, at når du bruger et værktøj, så forsvinder det!"
"[english]ToolConfirmWarning"	"Remember, once you have used a tool, it's gone!"
"ToolItemRenameOldItemName"	"Nuværende genstandsnavn:"
"[english]ToolItemRenameOldItemName"	"Current Item Name:"
"ToolItemRenameNewItemName"	"Nyt genstandsnavn:"
"[english]ToolItemRenameNewItemName"	"New Item Name:"
"ToolDialogTitle"	"Bruger %s1 på %s2"
"[english]ToolDialogTitle"	"Using %s1 on %s2"
"CraftAskName"	"Indtast denne genstands nye navn:"
"[english]CraftAskName"	"Enter this Item's New Name:"
"CraftNameOk"	"Giv den et navn!"
"[english]CraftNameOk"	"Name It!"
"CraftNameCancel"	"Nej tak"
"[english]CraftNameCancel"	"No Thanks"
"CraftAskNameConfirm"	"Er du sikker på, at du vil bruge dette navn?"
"[english]CraftAskNameConfirm"	"Are you sure you want to use this name?"
"CraftAskNameWarning"	"(Dette navn vil være offentligt synligt og permanent)"
"[english]CraftAskNameWarning"	"(This name will be publicly visible and permanent)"
"CraftNameConfirm"	"Jep, jeg er sikker!"
"[english]CraftNameConfirm"	"Yep, I'm Sure!"
"CraftInvalidName"	"Ugyldigt navn!"
"[english]CraftInvalidName"	"Invalid Name!"
"CraftInvalidNameDetail"	"Kun bogstaver, tal og mellemrum er tilladt"
"[english]CraftInvalidNameDetail"	"Only letters, numbers, and spaces are allowed"
"ToolPaintConfirm"	"Er du sikker på, at du vil male genstanden i denne farve?"
"[english]ToolPaintConfirm"	"Are you sure you want to paint the item this color?"
"ToolPaintConfirmWarning"	"(Denne farve vil være offentligt synlig og permanent)"
"[english]ToolPaintConfirmWarning"	"(This color will be publicly visible and permanent)"
"ToolDecodeConfirm"	"Er du sikker på, at du vil åbne denne kasse?"
"[english]ToolDecodeConfirm"	"Are you sure you want to open this crate?"
"LoadoutSlot_Action"	"Action"
"[english]LoadoutSlot_Action"	"Action"
"BackpackShowDetails"	"Oplysninger"
"[english]BackpackShowDetails"	"Details"
"RT_M_A"	"Rediger %s1"
"[english]RT_M_A"	"Modify %s1"
"RT_Rn_A"	"Omdøb %s1"
"[english]RT_Rn_A"	"Rename %s1"
"CI_T_G"	"Gadgetgavekort"
"[english]CI_T_G"	"Gadget Token"
"TF_T"	"Værktøj"
"[english]TF_T"	"Tool"
"TF_T_Nt"	"Navneskilt"
"[english]TF_T_Nt"	"Name Tag"
"TF_Tool_Nametag_Desc"	"Ændrer navnet på en genstand i din rygsæk"
"[english]TF_Tool_Nametag_Desc"	"Changes the name of an item in your backpack"
"TF_Tool_DecoderRing"	"Mann Co.-forsyningskassenøgle"
"[english]TF_Tool_DecoderRing"	"Mann Co. Supply Crate Key"
"TF_Tool_DecoderRing_Desc"	"Bruges til at åbne låste forsyningskasser."
"[english]TF_Tool_DecoderRing_Desc"	"Used to open locked supply crates."
"TF_SupplyCrate"	"MannCo-forsyningskasse"
"[english]TF_SupplyCrate"	"Mann Co. Supply Crate"
"TF_SupplyCrate_Desc"	"Du skal bruge en Mann Co.-forsyningskassenøgle til at åbne denne."
"[english]TF_SupplyCrate_Desc"	"You need a Mann Co. Supply Crate Key to open this."
"TF_Tool_PaintCan"	"Malingsdåse"
"[english]TF_Tool_PaintCan"	"Paint Can"
"TF_Tool_PaintCan_Desc"	"Bruges til at male andre genstande."
"[english]TF_Tool_PaintCan_Desc"	"Used to paint other items."
"TF_Tool_Paint_Warning"	"Maling vil ikke være synlig på din computer.
(DX9+ kræves)"
"[english]TF_Tool_Paint_Warning"	"Paint will not be visible on your computer.
(DX9+ required)"
"TF_Revolving_Loot_List"	"Denne kasse indeholder en af følgende genstande:"
"[english]TF_Revolving_Loot_List"	"This crate contains one of the following items:"
"TF_Revolving_Loot_List_Rare_Item"	"eller en yderst sjælden speciel genstand!"
"[english]TF_Revolving_Loot_List_Rare_Item"	"or an Exceedingly Rare Special Item!"
"TF_Set_Bonus"	"Genstandssæt-bonus:"
"[english]TF_Set_Bonus"	"Item Set Bonus:"
"TF_Set_Polycount_Pyro"	"Benzinjockeyens udstyr"
"[english]TF_Set_Polycount_Pyro"	"The Gas Jockey's Gear"
"TF_Set_Polycount_Scout"	"Den særlige levering"
"[english]TF_Set_Polycount_Scout"	"The Special Delivery"
"TF_Set_Polycount_Spy"	"Spionen fra Sahara"
"[english]TF_Set_Polycount_Spy"	"The Saharan Spy"
"TF_Set_Polycount_Soldier"	"Kampvogns-ødelæggeren"
"[english]TF_Set_Polycount_Soldier"	"The Tank Buster"
"TF_Set_Polycount_Sniper"	"Croc-o-Style-sættet"
"[english]TF_Set_Polycount_Sniper"	"The Croc-o-Style Kit"
"TF_Date_GMT"	" GMT"
"[english]TF_Date_GMT"	" GMT"
"Attrib_CannotTrade"	"Kan ikke handles"
"[english]Attrib_CannotTrade"	"Not Tradable"
"Attrib_DisguiseOnBackstab"	"Efter et succesfuld backstab kan du
hurtigt forklæde dig som dit offer"
"[english]Attrib_DisguiseOnBackstab"	"Upon a successful backstab you
rapidly disguise as your victim"
"Attrib_CannotDisguise"	"Bæreren kan ikke forklæde sig"
"[english]Attrib_CannotDisguise"	"Wearer cannot disguise"
"Attrib_SilentKiller"	"Dette våben er en lydløs dræber"
"[english]Attrib_SilentKiller"	"This weapon is a silent killer"
"Attrib_DisguiseSpeedPenalty"	"%s1 sek. langsommere forklædningshastighed"
"[english]Attrib_DisguiseSpeedPenalty"	"%s1 sec slower disguise speed"
"Attrib_DisguiseNoBurn"	"Immun over for brandskade, når skjult"
"[english]Attrib_DisguiseNoBurn"	"Immune to fire damage while disguised"
"Attrib_AddCloakOnKill"	"+%s1 kappe ved drab"
"[english]Attrib_AddCloakOnKill"	"+%s1 cloak on kill"
"Attrib_AddCloakOnHit"	"+%s1 kappe ved slag"
"[english]Attrib_AddCloakOnHit"	"+%s1 cloak on hit"
"Attrib_CloakBlinkTimePenalty"	"%s1 sek. længere kappeblinketid"
"[english]Attrib_CloakBlinkTimePenalty"	"%s1 sec longer cloak blink time"
"Attrib_QuietUnstealth"	"Reduceret lydstyrke ved kappeaftagning"
"[english]Attrib_QuietUnstealth"	"Reduced decloak sound volume"
"Attrib_FlameSize_Negative"	"%s1% mindre flammespredningsområde"
"[english]Attrib_FlameSize_Negative"	"%s1% less flame spread area"
"Attrib_FlameSize_Positive"	"+%s1% større flammespredningsområde"
"[english]Attrib_FlameSize_Positive"	"+%s1% more flame spread area"
"Attrib_FlameLife_Negative"	"%s1% mindre flammeafstand"
"[english]Attrib_FlameLife_Negative"	"%s1% less flame distance"
"Attrib_FlameLife_Positive"	"+%s1% større flammeafstand"
"[english]Attrib_FlameLife_Positive"	"+%s1% more flame distance"
"Attrib_ChargedAirblast"	"Airblast kan nu oplades, hvilket vil skubbe fjender længere væk"
"[english]Attrib_ChargedAirblast"	"Airblast can now be charged, which will push enemies further"
"Attrib_DmgFromSentryReduced"	"+%s1% modstandsdygtighed mod skildvagter til bæreren"
"[english]Attrib_DmgFromSentryReduced"	"+%s1% sentry damage resistance on wearer"
"Attrib_AirblastCost_Increased"	"+%s1% airblastomkostninger"
"[english]Attrib_AirblastCost_Increased"	"+%s1% airblast cost"
"Attrib_AirblastCost_Decreased"	"%s1% airblastomkostninger"
"[english]Attrib_AirblastCost_Decreased"	"%s1% airblast cost"
"Attrib_Purchased"	"Købt: kan ikke handles eller craftes"
"[english]Attrib_Purchased"	"Purchased: Not Tradable or Craftable"
"Attrib_Promotion"	"Butikskampagne-genstand: kan ikke handles eller craftes"
"[english]Attrib_Promotion"	"Store Promotion Item: Not Tradable or Craftable"
"Attrib_FlameAmmoPerSec_Increased"	"+%s1% flammekasterammunition brugt pr. sekund"
"[english]Attrib_FlameAmmoPerSec_Increased"	"+%s1% flamethrower ammo consumed per second"
"Attrib_FlameAmmoPerSec_Decreased"	"%s1% flammekasterammunition brugt pr. sekund"
"[english]Attrib_FlameAmmoPerSec_Decreased"	"%s1% flamethrower ammo consumed per second"
"Attrib_JarateDuration"	"Ved slag: Jarate anvendes på
målet i %s1 sekunder"
"[english]Attrib_JarateDuration"	"On Hit: Jarate applied to
target for %s1 seconds"
"Attrib_NoDeathFromHeadshots"	"Bæreren kan ikke blive dræbt af hovedskud."
"[english]Attrib_NoDeathFromHeadshots"	"The wearer cannot be killed by headshots."
"Attrib_AchievementItem"	"Achievement-genstand: kan ikke handles eller craftes"
"[english]Attrib_AchievementItem"	"Achievement Item: Not Tradable or Craftable"
"Attrib_CannotCraft"	"Kan ikke craftes"
"[english]Attrib_CannotCraft"	"Not Craftable"
"Attrib_DeployTime_Increased"	"%s1% langsommere våbenskifte"
"[english]Attrib_DeployTime_Increased"	"%s1% longer weapon switch"
"Attrib_DeployTime_Decreased"	"%s1% hurtigere våbenskifte"
"[english]Attrib_DeployTime_Decreased"	"%s1% faster weapon switch"
"Attrib_MinicritsBecomeCrits"	"Dette våben critter, når det normalt ville mini-critte."
"[english]Attrib_MinicritsBecomeCrits"	"This weapon crits whenever it would normally mini-crit."
"Attrib_HealOnKill"	"+%s1 helbred gendannet ved drab"
"[english]Attrib_HealOnKill"	"+%s1 health restored on kill"
"Attrib_NoSelfBlastDmg"	"Ingen selvforskyldt sprængskade taget."
"[english]Attrib_NoSelfBlastDmg"	"No self inflicted blast damage taken."
"Attrib_Slow_Enemy_OnHit_Major"	"Ved slag: sænk målbevægelse med 40% for %s1s"
"[english]Attrib_Slow_Enemy_OnHit_Major"	"On Hit: Slow target movement by 40% for %s1s"
"Attrib_LimitedUse"	"Dette er en genstand med begrænset anvendelse.  Anvendelser tilbage: %s1."
"[english]Attrib_LimitedUse"	"This is a limited use item.  Uses: %s1."
"Attrib_EventDate"	"Dato modtaget: %s1"
"[english]Attrib_EventDate"	"Date Received: %s1"
"Attrib_GifterAccountID"	"Gave fra: %s1."
"[english]Attrib_GifterAccountID"	"
Gift from: %s1"
"Attrib_AttachedParticle"	"Effekt: %s1"
"[english]Attrib_AttachedParticle"	"Effect: %s1"
"Attrib_SupplyCrateSeries"	"Kasseserie #%s1"
"[english]Attrib_SupplyCrateSeries"	"Crate Series #%s1"
"Attrib_PreserveUbercharge"	"Ved dødsfald bevares op til %s1% af din
lagrede ÜberCharge."
"[english]Attrib_PreserveUbercharge"	"On death up to %s1% of your stored
ÜberCharge is retained."
"Attrib_Particle0"	"Ugyldig partikel"
"[english]Attrib_Particle0"	"Invalid Particle"
"Attrib_Particle1"	"Partikel 1"
"[english]Attrib_Particle1"	"Particle 1"
"Attrib_Particle2"	"Flyvende bits"
"[english]Attrib_Particle2"	"Flying Bits"
"Attrib_Particle3"	"Nemesisudbrud"
"[english]Attrib_Particle3"	"Nemesis Burst"
"Attrib_Particle4"	"Fællesskabsgnistren"
"[english]Attrib_Particle4"	"Community Sparkle"
"Attrib_Particle5"	"Hellig glød"
"[english]Attrib_Particle5"	"Holy Glow"
"Attrib_Particle6"	"Grøn konfetti"
"[english]Attrib_Particle6"	"Green Confetti"
"Attrib_Particle7"	"Lilla konfetti"
"[english]Attrib_Particle7"	"Purple Confetti"
"Attrib_Particle8"	"Hjemsøgte spøgelser"
"[english]Attrib_Particle8"	"Haunted Ghosts"
"Attrib_Particle9"	"Grøn energi"
"[english]Attrib_Particle9"	"Green Energy"
"Attrib_Particle10"	"Lilla energi"
"[english]Attrib_Particle10"	"Purple Energy"
"Attrib_Particle11"	"Cirklende TF-logo"
"[english]Attrib_Particle11"	"Circling TF Logo"
"Attrib_Particle12"	"Ophobede fluer"
"[english]Attrib_Particle12"	"Massed Flies"
"Attrib_Particle13"	"Brændende flammer"
"[english]Attrib_Particle13"	"Burning Flames"
"Attrib_Particle14"	"Skoldende flammer"
"[english]Attrib_Particle14"	"Scorching Flames"
"Attrib_Particle15"	"Sviende plasma"
"[english]Attrib_Particle15"	"Searing Plasma"
"Attrib_Particle16"	"Livlig plasma"
"[english]Attrib_Particle16"	"Vivid Plasma"
"Attrib_Particle17"	"Solstråler"
"[english]Attrib_Particle17"	"Sunbeams"
"Attrib_Particle18"	"Cirklende fredstegn"
"[english]Attrib_Particle18"	"Circling Peace Sign"
"Attrib_Particle19"	"Cirklende hjerte"
"[english]Attrib_Particle19"	"Circling Heart"
"TF_Unique_BattleSaw"	"Vita-Saw"	[$ENGLISH]
"[english]TF_Unique_BattleSaw"	"Vita-Saw"
"TF_ThePowerjack"	"Powerjack"	[$ENGLISH]
"[english]TF_ThePowerjack"	"Powerjack"
"TF_TheDegreaser"	"Degreaser"	[$ENGLISH]
"[english]TF_TheDegreaser"	"Degreaser"
"TF_TheShortstop"	"Shortstop"	[$ENGLISH]
"[english]TF_TheShortstop"	"Shortstop"
"TF_LEtranger"	"L'Etranger"	[$ENGLISH]
"[english]TF_LEtranger"	"L'Etranger"
