"lang"
{
"Language"	"tchinese"
"MMenu_NoRecentAchievements"	"您已取得 %currentachievements% 項成就 (共 %totalachievements% 項成就)。"
"[english]MMenu_NoRecentAchievements"	"You've earned %currentachievements% of %totalachievements% achievements."
"MMenu_RecentAchievements"	"最近成就："
"[english]MMenu_RecentAchievements"	"Your recent achievements:"
"MMenu_ViewAll"	"檢視全部"
"[english]MMenu_ViewAll"	"View All"
"MMenu_Tooltip_Training"	"訓練"
"[english]MMenu_Tooltip_Training"	"Training"
"MMenu_Tooltip_NewUserForum"	"新手討論區"
"[english]MMenu_Tooltip_NewUserForum"	"New User Forum"
"MMenu_Tooltip_ReportBug"	"報告錯誤"
"[english]MMenu_Tooltip_ReportBug"	"Report a Bug"
"MMenu_Tooltip_MutePlayers"	"無聲玩家"
"[english]MMenu_Tooltip_MutePlayers"	"Mute Players"
"MMenu_Tooltip_Commentary"	"研發人員說明"
"[english]MMenu_Tooltip_Commentary"	"Developer Commentary"
"MMenu_MOTD_URL"	"閱讀更多"
"[english]MMenu_MOTD_URL"	"READ MORE"
"MMenu_MOTD_Show"	"訊息"
"[english]MMenu_MOTD_Show"	"MESSAGES"
"MMenu_MOTD_Hide"	"X"
"[english]MMenu_MOTD_Hide"	"X"
"MMenu_TutorialHighlight_Title"	"看來這是你第一次玩 TF2..."
"[english]MMenu_TutorialHighlight_Title"	"Looks like it's your first time playing TF2..."
"MMenu_TutorialHighlight_Title2"	"從你上次玩 TF2 後，我們現在增加了訓練課程..."
"[english]MMenu_TutorialHighlight_Title2"	"Since you last played, we've added training..."
"MMenu_TutorialHighlight_Text"	"何不花點時間並"
"[english]MMenu_TutorialHighlight_Text"	"Why not take a minute and"
"MMenu_TutorialHighlight_Button"	"開始教學課程"
"[english]MMenu_TutorialHighlight_Button"	"PLAY THE TUTORIAL"
"MMenu_PracticeHighlight_Title"	"如果您已完成教學課程..."
"[english]MMenu_PracticeHighlight_Title"	"If you're done with the tutorial..."
"MMenu_PracticeHighlight_Text"	"何不試試"
"[english]MMenu_PracticeHighlight_Text"	"Why not try some"
"MMenu_PracticeHighlight_Button"	"離線練習"
"[english]MMenu_PracticeHighlight_Button"	"OFFLINE PRACTICE"
"MMenu_ViewNewUserForums"	"檢視新手討論區"
"[english]MMenu_ViewNewUserForums"	"View new user forums"
"MMenu_NewUserForumHighlight_Title"	"新手討論區"
"[english]MMenu_NewUserForumHighlight_Title"	"New User Forum"
"MMenu_NewUserForumHighlight_Text"	"我們已經為新手成立了討論區，讓新手交流心得。如果您有任何問題，可以到新手討論區發問。"
"[english]MMenu_NewUserForumHighlight_Text"	"We've setup some forums for new users to talk. If you've got questions, here's a great place to ask them."
"LoadoutExplanation_Title"	"裝備清單"
"[english]LoadoutExplanation_Title"	"Loadouts"
"LoadoutExplanation_Text"	"玩 TF2 時，你會發現新種類的物品。您可以將這些物品裝備到兵種裝備清單中，即可使用這些物品。

若要開啟兵種的裝備清單，請按一下其影像。"
"[english]LoadoutExplanation_Text"	"As you play TF2, you'll find new kinds of items. You use these items by equipping them in a class loadout.

To open a class's loadout, click on its image."
"BackpackExplanation_Title"	"背包"
"[english]BackpackExplanation_Title"	"Backpack"
"BackpackExplanation_Text"	"按一下這裡可打開背包。您在遊戲中發現的所有物品都在背包中。"
"[english]BackpackExplanation_Text"	"Click here to open your backpack. Your backpack contains all the items you've found while playing."
"CraftingExplanation_Title"	"精製"
"[english]CraftingExplanation_Title"	"Crafting"
"CraftingExplanation_Text"	"按一下這裡可開啟精製介面。在這裡您可以使用背包中的物品來合成新物品。"
"[english]CraftingExplanation_Text"	"Click here to open the crafting interface. Here you're able to construct new items out of the items in your backpack."
"ExplanationExplanation_Title"	"缺少材料嗎？"
"[english]ExplanationExplanation_Title"	"Missed something?"
"ExplanationExplanation_Text"	"按一下這個按鈕就能再次顯示材料資訊。"
"[english]ExplanationExplanation_Text"	"Clicking this button will show these popups again."
"BackpackItemsExplanation_Title"	"背包"
"[english]BackpackItemsExplanation_Title"	"Backpack"
"BackpackItemsExplanation_Text"	"在這裡您可以找到您的所有物品。按一下並拖曳物品即可依您的喜好重新排列物品。

在兵種裝備清單中裝備的物品會標示為「已裝備」。"
"[english]BackpackItemsExplanation_Text"	"Here you'll find all your items. You can click and drag them to rearrange to your liking.

Items that are equipped in a class's loadout with be marked as 'equipped'."
"BackpackPagesExplanation_Title"	"背包頁面"
"[english]BackpackPagesExplanation_Title"	"Backpack Pages"
"BackpackPagesExplanation_Text"	"您的背包中有好幾頁的物品。請使用這些按鈕翻頁。"
"[english]BackpackPagesExplanation_Text"	"Your backpack has multiple pages of items. Use these buttons to flip between them."
"BackpackDeleteExplanation_Title"	"刪除物品"
"[english]BackpackDeleteExplanation_Title"	"Deleting Items"
"BackpackDeleteExplanation_Text"	"如果背包中沒空間了，您需要刪除物品騰出空間 (更好的方法就是利用精製技術合成物品，騰出空間)。

選擇一個物品，然後按一下這個按鈕，即可永久刪除物品。按住 CTRL 鍵即可選擇多個物品。"
"[english]BackpackDeleteExplanation_Text"	"If you run out of room in your backpack, you'll need to delete an item to make room (or better yet, craft a set of items to make room).

Select an item and click this button to permanently delete it. You can select multiple items by holding down the CTRL key."
"CraftingStartExplanation_Title"	"精製"
"[english]CraftingStartExplanation_Title"	"Crafting"
"CraftingStartExplanation_Text"	"在這裡您可以合成背包中的物品，打造出新的物品。若要成功精製物品，您合成的物品必須符合特定的藍圖配方。"
"[english]CraftingStartExplanation_Text"	"Here you can construct new items by combining items in your backpack. To successfully craft, the items you combine must match a blueprint."
"CraftingRecipesExplanation_Title"	"藍圖"
"[english]CraftingRecipesExplanation_Title"	"Blueprints"
"CraftingRecipesExplanation_Text"	"藍圖中會列出要合成的一組物品，以及合成後會產生的一個或多個物品。按一下此按鈕可查看您目前找到的藍圖清單。

如果要尋找其他藍圖，請試著精製其他組合的物品。一找到新藍圖，系統便會將新藍圖永久加入「已知」清單中。"
"[english]CraftingRecipesExplanation_Text"	"Blueprints specify a set of items to combine, and one or more items to produce. Click on this button to see the list of blueprints you've found so far.

To find additional blueprints, try crafting other combinations of items. Once you find a new blueprint, it'll be permanently added to your Known list."
"CraftingStep1Explanation_Title"	"開始精製"
"[english]CraftingStep1Explanation_Title"	"Starting a craft"
"CraftingStep1Explanation_Text"	"您可選擇背包中兩種以上的物品進行合成。請連按兩下物品，或將物品拖曳至精製區。"
"[english]CraftingStep1Explanation_Text"	"Select two or more items from your pack to combine. Double click or drag them into the crafting area."
"CraftingStep2Explanation_Title"	"精製區"
"[english]CraftingStep2Explanation_Title"	"Crafting Area"
"CraftingStep2Explanation_Text"	"如果精製成功，則在您收到產生的新物品後，這些用來合成的物品會被永久銷毀。

如果精製未與任何藍圖相符，物品便不會被銷毀。"
"[english]CraftingStep2Explanation_Text"	"These items will be permanently destroyed if the craft succeeds, after which you'll receive the item(s) you produced.

If the craft fails to match a blueprint, the items will not be destroyed."
"CraftingStep3Explanation_Title"	"已知藍圖"
"[english]CraftingStep3Explanation_Title"	"Known Blueprints"
"CraftingStep3Explanation_Text"	"如果精製區中的物品與某一已知藍圖的所需物品相符，藍圖的名稱便會在這裡列出。請將滑鼠移至藍圖名稱上，查看說明以瞭解藍圖可以產生哪些物品。

如果精製區中的物品符合多張藍圖，請在這裡選擇要使用的藍圖。"
"[english]CraftingStep3Explanation_Text"	"If the items in the crafting area match the required items for a blueprint you already know, the name of the blueprint will be listed here. Hold your mouse over it for a description of what item(s) the blueprint will produce.

If the items in the crafting area match multiple blueprints, select the blueprint to use here."
"DiscardItemsExplanation_Title"	"丟棄"
"[english]DiscardItemsExplanation_Title"	"Discarding"
"DiscardItemsExplanation_Text"	"您找到新物品，但背包中沒有空間可以存放新物品。您必須選擇丟棄新物品，或刪除背包中的一項物品。"
"[english]DiscardItemsExplanation_Text"	"You've found a new item, but don't have any room in your backpack to store it. You must choose between discarding the new item, or deleting one of the items in your backpack."
"DiscardButtonExplanation_Title"	"丟棄新物品"
"[english]DiscardButtonExplanation_Title"	"Discard New Item"
"DiscardButtonExplanation_Text"	"如果要丟棄您收到的新物品，請按一下此按鈕，物品便會永久銷毀。"
"[english]DiscardButtonExplanation_Text"	"To discard the new item you've received, click this button. The item will be permanently destroyed."
"DiscardDeleteExplanation_Title"	"刪除物品"
"[english]DiscardDeleteExplanation_Title"	"Deleting Items"
"DiscardDeleteExplanation_Text"	"如果要刪除背包中的物品，請選擇物品然後按一下此按鈕，即可永久刪除物品。您可以按住 CTRL 鍵以同時選擇多個物品。"
"[english]DiscardDeleteExplanation_Text"	"To delete an item in your backpack, select an item and click this button to permanently delete it. You can select multiple items by holding down the CTRL key."
"TR_TargetPractice_Goal"	"武器練習"
"[english]TR_TargetPractice_Goal"	"Weapons Practice"
"TR_Generic_WeaponFireTitle"	"發射武器"
"[english]TR_Generic_WeaponFireTitle"	"Firing Weapons"
"TR_Generic_WeaponFire"	"按 %attack% 可使用目前的武器攻擊。"
"[english]TR_Generic_WeaponFire"	"Press %attack% to attack with your current weapon."
"TR_Generic_ReloadTitle"	"裝填彈藥！"
"[english]TR_Generic_ReloadTitle"	"Reload!"
"TR_Generic_Reload"	"在切換目標或有空閒時，使用 %reload% 裝填彈藥。"
"[english]TR_Generic_Reload"	"Reload using %reload% between targets, and whenever you have a spare moment."
"TR_Generic_BotIntroTitle"	"武器應用！"
"[english]TR_Generic_BotIntroTitle"	"Weapon Application!"
"TR_Generic_BotIntro"	"試著使用武器攻擊移動中的目標！對手會在目標範圍內移動，您知道該怎麼做。"
"[english]TR_Generic_BotIntro"	"Try out your weapons on a few moving targets! Opponents will move around the target range. You know what to do."
"TR_Generic_BotHealth"	"有些敵人的生命值高於其他人，這時候您要使用更多彈藥才能讓他們倒下！"
"[english]TR_Generic_BotHealth"	"Some enemies have more health than others. You'll have to use more ammo to take them down!"
"TR_Soldier_IntroTitle"	"Soldier"
"[english]TR_Soldier_IntroTitle"	"The Soldier"
"TR_Soldier_Intro"	"歡迎參加 Soldier 武器課程！"
"[english]TR_Soldier_Intro"	"Welcome to the Soldier weapons course!"
"TR_Soldier_SlotSwitchTitle"	"切換武器"
"[english]TR_Soldier_SlotSwitchTitle"	"Switching Weapons"
"TR_Soldier_SlotSwitch1"	"使用 %invnext% 及 %invprev% 可循環切換武器。使用 %attack% 可確認選擇的武器。請選擇不同的武器以繼續。"
"[english]TR_Soldier_SlotSwitch1"	"Cycle through weapons using %invnext% and %invprev%. Confirm selection using %attack%. Choose a different weapon to continue."
"TR_Soldier_SlotSwitch2"	"直接選擇武器的另一種方法：
按 %slot1% 可使用火箭發射器
按 %slot2% 可使用霰彈槍
按 %slot3% 可使用鐵鍬"
"[english]TR_Soldier_SlotSwitch2"	"Weapons can also be directly selected:
Press %slot1% for ROCKET LAUNCHER
Press %slot2% for SHOTGUN
Press %slot3% for SHOVEL"
"TR_Soldier_SlotSwitch3"	"按 %slot1% 可使用火箭發射器
按 %slot2% 可使用霰彈槍
按 %slot3% 可使用鐵鍬
按 %reload% 可裝填彈藥"
"[english]TR_Soldier_SlotSwitch3"	"Press %slot1% for ROCKET LAUNCHER
Press %slot2% for SHOTGUN
Press %slot3% for SHOVEL
Press %reload% to RELOAD"
"TR_Generic_QuickSwitchTitle"	"快速切換"
"[english]TR_Generic_QuickSwitchTitle"	"Quick Switch"
"TR_Generic_QuickSwitch"	"換武器的時間太長？使用 %lastinv% 即可換回之前選擇的武器！"
"[english]TR_Generic_QuickSwitch"	"Taking too long to switch weapons? Use %lastinv% to swap to your previously selected weapon!"
"TR_Soldier_SlotPracticeTitle"	"武器選項"
"[english]TR_Soldier_SlotPracticeTitle"	"Weapon Selection"
"TR_Soldier_SlotPractice"	"使用武器攻擊各個目標，可在不同距離摧毀目標。"
"[english]TR_Soldier_SlotPractice"	"Use the weapon called out for each target to destroy them at various distances."
"TR_Soldier_RocketTitle"	"切換至火箭發射器"
"[english]TR_Soldier_RocketTitle"	"Switch to ROCKET LAUNCHER"
"TR_Soldier_ShotgunTitle"	"切換至霰彈槍"
"[english]TR_Soldier_ShotgunTitle"	"Switch to SHOTGUN"
"TR_Soldier_ShovelTitle"	"切換至鐵鍬"
"[english]TR_Soldier_ShovelTitle"	"Switch to SHOVEL"
"TR_Soldier_Hint_Rocket"	"使用火箭發射器"
"[english]TR_Soldier_Hint_Rocket"	"Use ROCKET LAUNCHER"
"TR_Soldier_Hint_Shotgun"	"使用霰彈槍"
"[english]TR_Soldier_Hint_Shotgun"	"Use SHOTGUN"
"TR_Soldier_Hint_Shovel"	"使用鐵鍬"
"[english]TR_Soldier_Hint_Shovel"	"Use SHOVEL"
"TR_Soldier_Hint_SplashTitle"	"擴散傷害"
"[english]TR_Soldier_Hint_SplashTitle"	"Splash Damage"
"TR_Soldier_Hint_Splash"	"火箭爆炸可以對多個目標造成傷害。請試試以單發火箭同時攻擊兩個目標。"
"[english]TR_Soldier_Hint_Splash"	"Rocket explosions can damage multiple targets. Try hitting two targets with a single rocket."
"TR_Soldier_Hint_SplashAim"	"瞄準這裡"
"[english]TR_Soldier_Hint_SplashAim"	"Aim here"
"TR_Soldier_Hint_Range"	"切換至霰彈槍可近距離終結敵方傷兵。"
"[english]TR_Soldier_Hint_Range"	"Switch to SHOTGUN to finish injured enemies at close range."
"TR_Soldier_PracticeTitle"	"目標瞄準練習！"
"[english]TR_Soldier_PracticeTitle"	"Target Practice!"
"TR_Soldier_Practice"	"目標會出現在多個不同位置。請使用合適的武器攻擊這些目標以繼續。"
"[english]TR_Soldier_Practice"	"Targets will appear at various locations. Hit these targets with the appropriate weapon to continue."
